#Lasso_type	Category	Uniprot	Organism	pLDDT_chain	Protein_name	Loop_area	Loop_length	#FILTER: Lasso_type=L4;L5;L6;L7;L8 AND pLDDT_chain=>=80;
L-4N	AF-Unreviewed	A0A4Q2QT99-F1	Enterobacter cloacae complex sp	96.38	Gfo/Idh/MocA family oxidoreductase	1642.78	109.0
L+5C	AF-Unreviewed	A0A399I326-F1	Geobacter sp	96.38	TldD/PmbA family protein	4679.11	226.0
L-4N	AF-Unreviewed	A0A427KFY6-F1	Enterobacter cloacae	96.38	Gfo/Idh/MocA family oxidoreductase	1819.3	109.0
L-4N	AF-Unreviewed	A0A6S5JSF3-F1	Enterobacter cloacae	96.38	Oxidoreductase	1765.51	109.0
L-4N	AF-Unreviewed	A0A156DTC4-F1	Enterobacter roggenkampii	96.38	Oxidoreductase (Protein YcjS (EC 1.-.-.-))	1788.76	109.0
L-4N	AF-Unreviewed	A0A6G4MKQ1-F1	Enterobacter hormaechei	96.31	Gfo/Idh/MocA family oxidoreductase	1813.2	109.0
L+4C	AF-Unreviewed	A0A7V9I4V4-F1	Actinomycetia bacterium	96.31	Uncharacterized protein	2020.71	108.0
L+4C	AF-Unreviewed	A0A1F4HE41-F1	Betaproteobacteria bacterium	96.31	4-hydroxybenzoyl-CoA reductase subunit alpha	3421.61	164.0
L-4N	AF-Unreviewed	A0A377M0G6-F1	Enterobacter cloacae	96.31	Oxidoreductase domain-containing protein (EC 1.-.-.-)	1726.92	109.0
L-4N	AF-Unreviewed	A0A8B2SDB5-F1	Enterobacter sp	96.31	Gfo/Idh/MocA family oxidoreductase	1674.42	109.0
L-4N	AF-Unreviewed	A0A157BMQ7-F1	Enterobacter cloacae	96.31	Protein YcjS (EC 1.-.-.-)	1808.18	109.0
L-4N	AF-Unreviewed	A0A7U3R3L8-F1	Enterobacter roggenkampii	96.31	Oxidoreductase	1757.32	109.0
L+6C	AF-Unreviewed	A0A431IBL6-F1	Acidimicrobiia bacterium	96.31	Uncharacterized protein	1943.89	103.0
L-4N	AF-Unreviewed	A0A5M3VEV7-F1	Enterobacter ludwigii	96.31	Oxidoreductase	1768.36	109.0
L-4C	AF-Unreviewed	K9VC02-F1	Oscillatoria nigro-viridis	96.31	Microbial-type PARG catalytic domain-containing protein	1381.05	88.0
L-4N	AF-Unreviewed	A0A851GFI2-F1	Enterobacter sp	96.31	Gfo/Idh/MocA family oxidoreductase	1706.22	109.0
L+6C	AF-Unreviewed	A0A538K0C1-F1	Actinomycetia bacterium	96.31	Uncharacterized protein	1980.75	103.0
L-4N	AF-Unreviewed	A0A329HU17-F1	Enterobacter sp	96.31	Oxidoreductase	1850.43	109.0
L-4C	AF-Unreviewed	A0A5E4IP29-F1	uncultured archaeon	96.25	Zinc metalloprotease TldD (EC 3.4.-.-)	3391.94	172.0
L-4N	AF-Unreviewed	A0A428LZD7-F1	Enterobacter huaxiensis	96.25	Gfo/Idh/MocA family oxidoreductase	1764.9	109.0
L-4N	AF-Unreviewed	A0A2T9UYP3-F1	Enterobacter sp	96.25	Gfo/Idh/MocA family oxidoreductase	1748.06	109.0
L-4C	AF-Reviewed	M9LUP6-F1	Gluconobacter thailandicus	96.25	Zinc-dependent microcin-processing U62/PmbA/TldD	4227.55	200.0
L-4N	AF-Unreviewed	A0A7T1R1F8-F1	Enterobacter hormaechei	96.25	Gfo/Idh/MocA family oxidoreductase	1760.08	109.0
L+4C	AF-Unreviewed	A0A1F4BD03-F1	Betaproteobacteria bacterium	96.25	4-hydroxybenzoyl-CoA reductase subunit alpha	3409.04	164.0
L-4N	AF-Unreviewed	A0A7W3DGR3-F1	Enterobacter asburiae	96.25	Gfo/Idh/MocA family oxidoreductase	1743.91	109.0
L-4N	AF-Unreviewed	A0A4R0GHQ2-F1	Enterobacter wuhouensis	96.25	Gfo/Idh/MocA family oxidoreductase	1841.74	109.0
L-4N	AF-Unreviewed	A0A8B2UUL4-F1	Enterobacter sp	96.25	Gfo/Idh/MocA family oxidoreductase	1766.39	109.0
L-4N	AF-Unreviewed	A0A839BHK8-F1	Enterobacter sp	96.19	Gfo/Idh/MocA family oxidoreductase	1814.64	109.0
L-4N	AF-Unreviewed	A0A5Q2K2B9-F1	Enterobacter cancerogenus	96.19	Oxidoreductase	1705.24	109.0
L+4C	AF-Unreviewed	A0A445K2T3-F1	Wild soybean	96.19	Anti-sigma-I factor RsgI6 isoform B	5529.7	258.0
L+5C	AF-Unreviewed	A0A538KWC3-F1	Actinomycetia bacterium	96.19	Xaa-Pro dipeptidyl-peptidase C-terminal domain-containing protein	1155.43	56.0
L+5C	AF-Unreviewed	A0A538LYV8-F1	Actinomycetia bacterium	96.19	Xaa-Pro dipeptidyl-peptidase C-terminal domain-containing protein	1194.78	57.0
L-4N	AF-Unreviewed	A0A0L0H3R3-F1	Trabulsiella odontotermitis	96.19	Oxidoreductase	1808.88	109.0
L-4N	AF-Unreviewed	A0A061G7N1-F1	Cacao	96.19	Hydroxymethylglutaryl-CoA synthase (HMG-CoA synthase) (EC 2.3.3.10) (3-hydroxy-3-methylglutaryl coenzyme A synthase)	7158.61	359.0
L+4C	AF-Unreviewed	A0A453IIP3-F1	Goatgrass	96.19	GH10 domain-containing protein	5522.75	258.0
L-4N	AF-Unreviewed	A0A6G7TFK1-F1	Leclercia sp	96.12	Gfo/Idh/MocA family oxidoreductase	1905.46	109.0
L+5N	AF-Unreviewed	A0A2E9ZEB9-F1	Gammaproteobacteria bacterium	96.12	Thiamine pyrophosphate-binding protein	4656.39	244.0
L-4N	AF-Unreviewed	A0A431SPR8-F1	Enterobacter hormaechei	96.12	Gfo/Idh/MocA family oxidoreductase	1794.17	109.0
L+4N	AF-Unreviewed	F2TA40-F1	Blastomyces dermatitidis	96.06	beta-glucosidase (EC 3.2.1.21)	5421.94	194.0
L+4C	AF-Unreviewed	Q10P79-F1	Orysj	96.06	Glycosyl hydrolase family 10 protein, expressed	5423.13	258.0
L-4N	AF-Unreviewed	A0A4Y5ZWJ4-F1	Enterobacter hormaechei	96.06	Gfo/Idh/MocA family oxidoreductase	1666.46	109.0
L+5C	AF-Unreviewed	A0A6I2SKS0-F1	Geobacter sp	96.06	TldD/PmbA family protein	4867.63	226.0
L-4N	AF-Unreviewed	A0A6J1AY18-F1	Herrania umbratica	96.06	Hydroxymethylglutaryl-CoA synthase (HMG-CoA synthase) (EC 2.3.3.10) (3-hydroxy-3-methylglutaryl coenzyme A synthase)	7264.25	358.0
L-6C	AF-Unreviewed	A0A1F9FDZ9-F1	Deltaproteobacteria bacterium	96.0	Intradiol ring-cleavage dioxygenases domain-containing protein	900.89	51.0
L-4N	AF-Unreviewed	A0A2S4SQS7-F1	Enterobacter cloacae complex sp	96.0	Gfo/Idh/MocA family oxidoreductase	1806.52	109.0
L+6N	AF-Unreviewed	A0A7W0GAG2-F1	Actinomycetia bacterium	96.0	DUF402 domain-containing protein	1514.85	89.0
L+4C	AF-Unreviewed	A0A072VE30-F1	Barrel medic	95.94	Glycosyl hydrolase family 10 protein	5796.49	258.0
L+4N	AF-Unreviewed	A0A552PXN0-F1	Microcystis panniformis	95.94	Uncharacterized protein	681.08	34.0
L+5C	AF-Unreviewed	A0A6L4ZTX3-F1	bacterium	95.94	PmbA protein	4827.12	230.0
L+5N	AF-Unreviewed	A0A349KIK2-F1	Gammaproteobacteria bacterium	95.88	Thiamine pyrophosphate-binding protein	4710.04	244.0
L+4C	AF-Unreviewed	A0A7L0KF75-F1	Southern screamer	95.88	STAR4 protein	1416.1	90.0
L+6C	AF-Unreviewed	A0A538J5H0-F1	Actinomycetia bacterium	95.88	Uncharacterized protein	1904.45	103.0
L-5N	AF-Unreviewed	Q19BK3-F1	disc abalone	95.81	Catalase	3953.92	193.0
L+6C	AF-Unreviewed	A0A2H6B8R4-F1	bacterium HR41	95.81	Xaa-Pro dipeptidyl-peptidase C-terminal domain-containing protein	1137.4	55.0
L-4C	AF-Unreviewed	A0A6A0CYP3-F1	Thermoplasmata archaeon	95.81	TldD/PmbA family protein	2104.14	121.0
L+6C	AF-Reviewed	A0A1J5AJR8-F1	Anaerolineae bacterium	95.75	Minor tail protein	1966.1	107.0
L+4C	AF-Unreviewed	A0A2E9QP74-F1	Deltaproteobacteria bacterium	95.75	Uncharacterized protein	2027.24	106.0
L-4N	AF-Unreviewed	A0A7X7UN67-F1	Bacteroidales bacterium	95.75	Gfo/Idh/MocA family oxidoreductase	1297.04	82.0
L-4C	AF-Unreviewed	A0A3B9ECD9-F1	Candidatus Edwardsbacteria	95.69	TldD/PmbA family protein	3835.14	192.0
L-6C	AF-Unreviewed	D8PSP6-F1	Split gill fungus	95.69	Intradiol ring-cleavage dioxygenases domain-containing protein	750.96	44.0
L+6C	AF-Unreviewed	A0A3B8L7U1-F1	Myxococcales bacterium	95.62	Uncharacterized protein	1986.14	106.0
L+6C	AF-Reviewed	A0A3M1N5X5-F1	Anaerolineae bacterium	95.62	Uncharacterized protein	2032.72	107.0
L-4N	AF-Unreviewed	A0A0X4EX75-F1	Enterobacter genomosp	95.56	Oxidoreductase	1862.4	109.0
L-6C	AF-Unreviewed	A0A7Y2KIV9-F1	Deltaproteobacteria bacterium	95.56	Intradiol ring-cleavage dioxygenase	653.69	39.0
L+4C	AF-Unreviewed	A0A445KU53-F1	Wild soybean	95.56	Anti-sigma-I factor RsgI6 isoform B	5652.1	258.0
L-4C	AF-Unreviewed	A0A497H3B1-F1	Thermoplasmata archaeon	95.5	TldD/PmbA family protein	2042.26	121.0
L+4C	AF-Unreviewed	A0A2W5ZK37-F1	Candidatus Dormibacter sp	95.5	Phosphodiester glycosidase domain-containing protein	1951.86	101.0
L+4N	AF-Unreviewed	A0A1G9BH49-F1	Microbulbifer yueqingensis	95.44	Glutamate--cysteine ligase (EC 6.3.2.2) (Gamma-ECS) (GCS) (Gamma-glutamylcysteine synthetase)	5447.86	262.0
L+4N	AF-Unreviewed	A0A1C9W516-F1	Microbulbifer aggregans	95.38	Glutamate--cysteine ligase (EC 6.3.2.2) (Gamma-ECS) (GCS) (Gamma-glutamylcysteine synthetase)	5415.09	262.0
L+4C	AF-Unreviewed	A0A2E5ARC1-F1	Flavobacteriales bacterium	95.38	Histidine ammonia-lyase (EC 4.3.1.3)	1163.11	78.0
L+4N	AF-Unreviewed	A0A0J1H164-F1	Photobacterium aquae	95.38	Glutamate--cysteine ligase (EC 6.3.2.2) (Gamma-ECS) (GCS) (Gamma-glutamylcysteine synthetase)	5343.06	253.0
L-6C	AF-Unreviewed	A0A0Q9DJG9-F1	Acidovorax sp	95.38	Protocatechuate dioxygenase	812.94	50.0
L+6C	AF-Unreviewed	A0A5B8UCC8-F1	Baekduia soli	95.38	Uncharacterized protein	1893.03	99.0
L+4C	AF-Unreviewed	A0A6M0H4B1-F1	Clostridium senegalense	95.31	M3 family oligoendopeptidase	3317.74	166.0
L-4C	AF-Unreviewed	A0A1F5RJ69-F1	Candidatus Edwardsbacteria	95.31	Peptidase	3812.91	192.0
L-5C	AF-Unreviewed	A0A414P082-F1	Mitsuokella multacida	95.31	Oligoendopeptidase F (EC 3.4.24.-)	8575.94	342.0
L+7N	AF-Unreviewed	A0A1B6ENI0-F1	Cuerna arida	95.31	Transketolase-like pyrimidine-binding domain-containing protein	7653.19	283.0
L-5C	AF-Unreviewed	A0A6A3G4H4-F1	Phytophthora rubi	95.31	Intradiol ring-cleavage dioxygenases domain-containing protein	725.64	44.0
L-5N	AF-Unreviewed	A0A132N2Q4-F1	Carbonactinospora thermoautotrophica	95.25	Phosphomannomutase	3919.4	227.0
L+4N	AF-Unreviewed	A0A2E2XJZ7-F1	Cellvibrionaceae bacterium	95.25	Glutamate--cysteine ligase (EC 6.3.2.2) (Gamma-ECS) (GCS) (Gamma-glutamylcysteine synthetase)	5390.35	262.0
L+4C	AF-Unreviewed	A0A497CDE0-F1	Chloroflexi bacterium	95.25	Uncharacterized protein	1975.84	107.0
L+6C	AF-Reviewed	A0A536EJ81-F1	Chloroflexi bacterium	95.19	DNRLRE domain-containing protein	1955.95	101.0
L+6C	AF-Unreviewed	A0A6L3EX45-F1	Chloroflexi bacterium	95.19	Uncharacterized protein	2001.38	110.0
L+4C	AF-Unreviewed	A0A534PVV9-F1	Deltaproteobacteria bacterium	95.19	PQQ-dependent sugar dehydrogenase	4081.48	231.0
L+4N	AF-Unreviewed	A1RXA7-F1	Thermofilum pendens 	95.19	UPF0282 protein Tpen_0428	3704.29	223.0
L-4N	AF-Unreviewed	A0A7D3VQY1-F1	Actinomadura verrucosospora	95.19	Uncharacterized protein	2500.65	152.0
L+4N	AF-Unreviewed	A0A1M5AAZ8-F1	Microbulbifer donghaiensis	95.19	Glutamate--cysteine ligase (EC 6.3.2.2) (Gamma-ECS) (GCS) (Gamma-glutamylcysteine synthetase)	5671.69	262.0
L-4C	AF-Unreviewed	A0A7J2M8D1-F1	Thermoplasmatales archaeon	95.19	TldD/PmbA family protein	2037.88	121.0
L-4N	AF-Unreviewed	A0A087AX72-F1	Bifidobacterium cuniculi	95.19	Cytosine deaminase (EC 3.8.1.8)	5024.42	291.0
L-5N	AF-Unreviewed	A0A7X0F2F3-F1	Nonomuraea muscovyensis	95.19	DUF1838 domain-containing protein	1282.62	74.0
L+6C	AF-Unreviewed	A0A3D4JFS1-F1	Anaerolineae bacterium	95.12	Uncharacterized protein	1951.66	104.0
L-4N	AF-Unreviewed	A0A7Y8LYY1-F1	Acidobacteria bacterium	95.12	Inositol 2-dehydrogenase (EC 1.1.1.18)	2136.68	126.0
L+4N	AF-Unreviewed	A0A4R9IUP2-F1	Leptospira yanagawae	95.12	Glutamate--cysteine ligase (EC 6.3.2.2) (Gamma-ECS) (GCS) (Gamma-glutamylcysteine synthetase)	5186.18	259.0
L+4N	AF-Unreviewed	A0A2S7XLJ2-F1	Aliivibrio sifiae	95.12	Glutamate--cysteine ligase (EC 6.3.2.2) (Gamma-ECS) (GCS) (Gamma-glutamylcysteine synthetase)	5374.76	253.0
L+4N	AF-Unreviewed	A0A1H3YW35-F1	Microbulbifer marinus	95.06	Glutamate--cysteine ligase (EC 6.3.2.2) (Gamma-ECS) (GCS) (Gamma-glutamylcysteine synthetase)	5358.33	262.0
L+4C	AF-Unreviewed	A0A3D3IBN2-F1	Cytophagales bacterium	95.06	Uncharacterized protein	2020.33	104.0
L+6C	AF-Unreviewed	A0A2V9ILI3-F1	Acidobacteria bacterium	95.06	Ig-like domain-containing protein	2279.4	124.0
L+5N	AF-Unreviewed	Q5QE79-F1	Rat	95.06	Aldehyde oxidase 4 (EC 1.2.3.1) (Aldehyde oxidase homolog 2) (Azaheterocycle hydroxylase 4) (EC 1.17.3.-) (Retinal oxidase)	8291.42	373.0
L+4N	AF-Unreviewed	A0A2A5HY01-F1	Alteromonadaceae bacterium	95.06	Glutamate--cysteine ligase (EC 6.3.2.2) (Gamma-ECS) (GCS) (Gamma-glutamylcysteine synthetase)	5572.58	263.0
L+5N	AF-Unreviewed	A0A7D5NZ83-F1	Methanomassiliicoccales archaeon	95.06	Tryptophan--tRNA ligase (EC 6.1.1.2) (Tryptophanyl-tRNA synthetase) (TrpRS)	3930.14	218.0
L+6C	AF-Reviewed	A0A6I2Y8R4-F1	Actinomycetia bacterium	95.06	Uncharacterized protein	1995.95	107.0
L+6C	AF-Unreviewed	A0A7C7RXL7-F1	Anaerolineales bacterium	95.06	Uncharacterized protein	1937.69	106.0
L-4C	AF-Unreviewed	A0A1Y5F0X2-F1	Cycloclasticus sp	95.0	Outer membrane lipoprotein-sorting protein	2724.42	146.0
L+4C	AF-Unreviewed	A0A2K3L8D9-F1	Red clover	95.0	Putative endo-beta-xylanase C-like protein	5815.68	260.0
L-5C	AF-Unreviewed	A0A5K7ZKS1-F1	Desulfosarcina widdelii	95.0	Acyl-CoA thioesterase II	2943.84	156.0
L+4N	AF-Unreviewed	A0A7W4WCD8-F1	Microbulbifer rhizosphaerae	95.0	Glutamate--cysteine ligase (EC 6.3.2.2) (Gamma-ECS) (GCS) (Gamma-glutamylcysteine synthetase)	5435.28	262.0
L+4N	AF-Unreviewed	A0A6H3NMR0-F1	Leptospira levettii	95.0	Glutamate--cysteine ligase (EC 6.3.2.2) (Gamma-ECS) (GCS) (Gamma-glutamylcysteine synthetase)	5441.75	259.0
L+5N	AF-Unreviewed	A0A6J2CY45-F1	California sealion	95.0	Aldehyde oxidase 4-like isoform X1	8304.48	372.0
L+6N	AF-Unreviewed	F8MMM7-F1	Neurospora tetrasperma 	95.0	CBM1 domain-containing protein	973.45	45.0
L+4N	AF-Unreviewed	A0A1B9NXX6-F1	Vibrio logei	95.0	Glutamate--cysteine ligase (EC 6.3.2.2) (Gamma-ECS) (GCS) (Gamma-glutamylcysteine synthetase)	5296.95	253.0
L+4N	AF-Unreviewed	A0A0X3U9I8-F1	Microbulbifer sp	95.0	Glutamate--cysteine ligase (EC 6.3.2.2) (Gamma-ECS) (GCS) (Gamma-glutamylcysteine synthetase)	5407.13	262.0
L-4C	AF-Unreviewed	A0A4W3I4Q6-F1	Ghost shark	95.0	Xylosyltransferase 1 (EC 2.4.2.26) (Peptide O-xylosyltransferase 1) (Xylosyltransferase I)	3731.1	196.0
L+6C	AF-Unreviewed	A0A7V2HI42-F1	Bryobacteraceae bacterium	95.0	CocE/NonD family hydrolase	2423.53	116.0
L+5N	AF-Unreviewed	I3N381-F1	Thirteen-lined ground squirrel	95.0	Aldehyde oxidase-like	8304.18	372.0
L+5N	AF-Unreviewed	Q3TYQ9-F1	Mouse	94.98	Aldehyde oxidase 4 (EC 1.2.3.1) (Aldehyde oxidase homolog 2) (Azaheterocycle hydroxylase 4) (EC 1.17.3.-) (Retinal oxidase)	8256.52	373.0
L+4N	AF-Unreviewed	A0A7I0HQT8-F1	Leptospira bouyouniensis	94.94	Glutamate--cysteine ligase (EC 6.3.2.2) (Gamma-ECS) (GCS) (Gamma-glutamylcysteine synthetase)	5314.64	259.0
L-4C	AF-Unreviewed	A0A2G2QMH8-F1	Cycloclasticus sp	94.94	Outer membrane lipoprotein-sorting protein	2707.97	146.0
L+4N	AF-Unreviewed	A0A4Q9H106-F1	Aquabacterium lacunae	94.94	Glutamate--cysteine ligase (EC 6.3.2.2) (Gamma-ECS) (GCS) (Gamma-glutamylcysteine synthetase)	5851.43	281.0
L+4N	AF-Unreviewed	A0A4R8MQ49-F1	Leptospira meyeri	94.94	Glutamate--cysteine ligase (EC 6.3.2.2) (Gamma-ECS) (GCS) (Gamma-glutamylcysteine synthetase)	5496.85	259.0
L+6C	AF-Unreviewed	A0A3D6EXK6-F1	Cytophagales bacterium	94.94	Uncharacterized protein	1984.58	104.0
L-5N	AF-Unreviewed	A0A497C1R9-F1	Chloroflexi bacterium	94.94	Uncharacterized protein	1641.1	83.0
L+4C	AF-Unreviewed	A0A7J6GLA0-F1	Hemp	94.94	GH10 domain-containing protein	5447.23	255.0
L-6C	AF-Unreviewed	A0A2U1IE17-F1	Pseudomonas sp. B1	94.94	Intradiol ring-cleavage dioxygenase	740.52	44.0
L+6C	AF-Unreviewed	A0A5C7P0S6-F1	Actinomycetia bacterium	94.94	Uncharacterized protein	1851.63	96.0
L+4N	AF-Unreviewed	A0A510IRK4-F1	Microbulbifer sp	94.94	Glutamate--cysteine ligase (EC 6.3.2.2) (Gamma-ECS) (GCS) (Gamma-glutamylcysteine synthetase)	5735.3	262.0
L+5C	AF-Unreviewed	A0A7X7ANC9-F1	Clostridia bacterium	94.94	Xanthine dehydrogenase family protein molybdopterin-binding subunit	9610.75	394.0
L+4N	AF-Unreviewed	A0A1B9P8W7-F1	Aliivibrio sp	94.94	Glutamate--cysteine ligase (EC 6.3.2.2) (Gamma-ECS) (GCS) (Gamma-glutamylcysteine synthetase)	5179.25	253.0
L+4N	AF-Unreviewed	A0A5F1ZFP0-F1	Leptospira meyeri	94.94	Glutamate--cysteine ligase (EC 6.3.2.2) (Gamma-ECS) (GCS) (Gamma-glutamylcysteine synthetase)	5471.76	259.0
L+6C	AF-Unreviewed	A0A5F2E1U5-F1	Leptospira yasudae	94.94	Uncharacterized protein	2014.98	105.0
L-5N	AF-Unreviewed	A0A2N7TYQ9-F1	Halomonas endophytica	94.94	Catalase (EC 1.11.1.6)	4155.44	205.0
L+4N	AF-Unreviewed	C5BLN7-F1	Teredinibacter turnerae 	94.88	Glutamate--cysteine ligase (EC 6.3.2.2) (Gamma-ECS) (GCS) (Gamma-glutamylcysteine synthetase)	5511.25	265.0
L-4N	AF-Unreviewed	G8LDP0-F1	Enterobacter ludwigii	94.88	YcjS	1742.74	109.0
L+6C	AF-Unreviewed	A0A534RNP7-F1	Deltaproteobacteria bacterium	94.88	Phosphodiester glycosidase domain-containing protein	1877.2	99.0
L+4N	AF-Unreviewed	A0A2T6FJV3-F1	Cellvibrio sp	94.88	Glutamate--cysteine ligase (EC 6.3.2.2) (Gamma-ECS) (GCS) (Gamma-glutamylcysteine synthetase)	5494.02	262.0
L+4N	AF-Unreviewed	A0A1D2QRH5-F1	Bugula neritina bacterial symbiont	94.88	Glutamate--cysteine ligase (EC 6.3.2.2) (Gamma-ECS) (GCS) (Gamma-glutamylcysteine synthetase)	5275.11	259.0
L+4C	AF-Unreviewed	A0A850BEH0-F1	Polyangiaceae bacterium	94.88	PQQ-dependent sugar dehydrogenase	4185.51	244.0
